00VD               20250212                                                                                   
0601VDP5N       20250101000770100000005000 0500000000000180   
0601VDP5N       20250101000775100000005000 0500000000000186   
0601VDP5N       20250101000780100000005000 0500000000000193   
0601VDP5N       20250101000785100000005000 0500000000000199   
0601VDP5N       20250101000790100000005000 0500000000000205   
0601VDP5N       20250101000795100000005000 0500000000000212   
0601VDP5N       20250101000800100000005000 0500000000000220   
0601VDP5N       20250101000805100000005000 0500000000000227   
0601VDP5N       20250101000810100000005000 0500000000000234   
0601VDP5N       20250101000815100000005000 0500000000000241   
0601VDP5N       20250101000820100000005000 0500000000000248   
0601VDP5N       20250101000825100000005000 0500000000000255   
0601VDP5N       20250101000830100000005000 0500000000000262   
0601VDP5N       20250101000835100000005000 0500000000000268   
0601VDP5N       20250101000840100000005000 0500000000000275   
0601VDP5N       20250101000845100000005000 0500000000000281   
0601VDP5N       20250101000850100000005000 0500000000000288   
0601VDP5N       20250101000855100000005000 0500000000000293   
0601VDP5N       20250101000860100000005000 0500000000000301   
0601VDP5N       20250101000865100000005000 0500000000000305   
0601VDP5N       20250101000870100000005000 0500000000000313   
0601VDP5N       20250101000875100000005000 0500000000000318   
0601VDP5N       20250101000880100000005000 0500000000000324   
0601VDP5N       20250101000885100000005000 0500000000000331   
0601VDP5N       20250101000890100000005000 0500000000000339   
0601VDP5N       20250101000895100000005000 0500000000000346   
0601VDP5N       20250101000900100000005000 0500000000000353   
0601VDP5N       20250101000905100000005000 0500000000000360   
0601VDP5N       20250101000910100000005000 0500000000000368   
0601VDP5N       20250101000915100000005000 0500000000000374   
0601VDP5N       20250101000920100000005000 0500000000000382   
0601VDP5N       20250101000925100000005000 0500000000000388   
0601VDP5N       20250101000930100000005000 0500000000000396   
0601VDP5N       20250101000935100000005000 0500000000000402   
0601VDP5N       20250101000940100000005000 0500000000000409   
0601VDP5N       20250101000945100000005000 0500000000000415   
0601VDP5N       20250101000950100000005000 0500000000000422   
0601VDP5N       20250101000955100000005000 0500000000000428   
0601VDP5N       20250101000960100000005000 0500000000000435   
0601VDP5N       20250101000965100000005000 0500000000000442   
0601VDP5N       20250101000970100000005000 0500000000000450   
0601VDP5N       20250101000975100049025000 0500000000000450   
0601VDP6N       20250101000000100000645000 0600000000000000   
0601VDP6N       20250101000645100000005000 0600000000000005   
0601VDP6N       20250101000650100000005000 0600000000000006   
0601VDP6N       20250101000655100000005000 0600000000000009   
0601VDP6N       20250101000660100000005000 0600000000000011   
0601VDP6N       20250101000665100000005000 0600000000000013   
0601VDP6N       20250101000670100000005000 0600000000000014   
0601VDP6N       20250101000675100000005000 0600000000000017   
0601VDP6N       20250101000680100000005000 0600000000000018   
0601VDP6N       20250101000685100000005000 0600000000000022   
0601VDP6N       20250101000690100000005000 0600000000000026   
0601VDP6N       20250101000695100000005000 0600000000000030   
0601VDP6N       20250101000700100000005000 0600000000000033   
0601VDP6N       20250101000705100000005000 0600000000000037   
0601VDP6N       20250101000710100000005000 0600000000000040   
0601VDP6N       20250101000715100000005000 0600000000000044   
0601VDP6N       20250101000720100000005000 0600000000000047   
0601VDP6N       20250101000725100000005000 0600000000000051   
0601VDP6N       20250101000730100000005000 0600000000000054   
0601VDP6N       20250101000735100000005000 0600000000000059   
0601VDP6N       20250101000740100000005000 0600000000000063   
0601VDP6N       20250101000745100000005000 0600000000000069   
0601VDP6N       20250101000750100000005000 0600000000000074   
0601VDP6N       20250101000755100000005000 0600000000000080   
0601VDP6N       20250101000760100000005000 0600000000000083   
0601VDP6N       20250101000765100000005000 0600000000000089   
0601VDP6N       20250101000770100000005000 0600000000000094   
0601VDP6N       20250101000775100000005000 0600000000000099   
0601VDP6N       20250101000780100000005000 0600000000000104   
0601VDP6N       20250101000785100000005000 0600000000000109   
0601VDP6N       20250101000790100000005000 0600000000000116   
0601VDP6N       20250101000795100000005000 0600000000000123   
0601VDP6N       20250101000800100000005000 0600000000000129   
0601VDP6N       20250101000805100000005000 0600000000000134   
0601VDP6N       20250101000810100000005000 0600000000000141   
0601VDP6N       20250101000815100000005000 0600000000000147   
0601VDP6N       20250101000820100000005000 0600000000000153   
0601VDP6N       20250101000825100000005000 0600000000000158   
0601VDP6N       20250101000830100000005000 0600000000000164   
0601VDP6N       20250101000835100000005000 0600000000000170   
0601VDP6N       20250101000840100000005000 0600000000000176   
0601VDP6N       20250101000845100000005000 0600000000000180   
0601VDP6N       20250101000850100000005000 0600000000000186   
0601VDP6N       20250101000855100000005000 0600000000000192   
0601VDP6N       20250101000860100000005000 0600000000000197   
0601VDP6N       20250101000865100000005000 0600000000000201   
0601VDP6N       20250101000870100000005000 0600000000000207   
0601VDP6N       20250101000875100000005000 0600000000000213   
0601VDP6N       20250101000880100000005000 0600000000000221   
0601VDP6N       20250101000885100000005000 0600000000000225   
0601VDP6N       20250101000890100000005000 0600000000000233   
0601VDP6N       20250101000895100000005000 0600000000000239   
0601VDP6N       20250101000900100000005000 0600000000000246   
0601VDP6N       20250101000905100000005000 0600000000000251   
0601VDP6N       20250101000910100000005000 0600000000000258   
0601VDP6N       20250101000915100000005000 0600000000000264   
0601VDP6N       20250101000920100000005000 0600000000000271   
0601VDP6N       20250101000925100000005000 0600000000000276   
0601VDP6N       20250101000930100000005000 0600000000000282   
0601VDP6N       20250101000935100000005000 0600000000000288   
0601VDP6N       20250101000940100000005000 0600000000000293   
0601VDP6N       20250101000945100000005000 0600000000000299   
0601VDP6N       20250101000950100000005000 0600000000000305   
0601VDP6N       20250101000955100000005000 0600000000000311   
0601VDP6N       20250101000960100000005000 0600000000000316   
0601VDP6N       20250101000965100000005000 0600000000000321   
0601VDP6N       20250101000970100000005000 0600000000000327   
0601VDP6N       20250101000975100000005000 0600000000000333   
0601VDP6N       20250101000980100000005000 0600000000000338   
0601VDP6N       20250101000985100000005000 0600000000000345   
0601VDP6N       20250101000990100000005000 0600000000000353   
0601VDP6N       20250101000995100000005000 0600000000000359   
0601VDP6N       20250101001000100000005000 0600000000000365   
0601VDP6N       20250101001005100000005000 0600000000000371   
0601VDP6N       20250101001010100000005000 0600000000000379   
0601VDP6N       20250101001015100000005000 0600000000000385   
0601VDP6N       20250101001020100000005000 0600000000000390   
0601VDP6N       20250101001025100000005000 0600000000000397   
0601VDP6N       20250101001030100000005000 0600000000000403   
0601VDP6N       20250101001035100000005000 0600000000000410   
0601VDP6N       20250101001040100000005000 0600000000000415   
0601VDP6N       20250101001045100000005000 0600000000000421   
0601VDP6N       20250101001050100000005000 0600000000000427   
0601VDP6N       20250101001055100000005000 0600000000000432   
0601VDP6N       20250101001060100000005000 0600000000000438   
0601VDP6N       20250101001065100000005000 0600000000000444   
0601VDP6N       20250101001070100048930000 0600000000000450   
0601VDP7N       20250101000000100000700000 0700000000000000   
0601VDP7N       20250101000700100000005000 0700000000000004   
0601VDP7N       20250101000705100000005000 0700000000000006   
0601VDP7N       20250101000710100000005000 0700000000000008   
0601VDP7N       20250101000715100000005000 0700000000000010   
0601VDP7N       20250101000720100000005000 0700000000000012   
0601VDP7N       20250101000725100000005000 0700000000000014   
0601VDP7N       20250101000730100000005000 0700000000000015   
0601VDP7N       20250101000735100000005000 0700000000000017   
0601VDP7N       20250101000740100000005000 0700000000000019   
0601VDP7N       20250101000745100000005000 0700000000000022   
0601VDP7N       20250101000750100000005000 0700000000000025   
0601VDP7N       20250101000755100000005000 0700000000000029   
0601VDP7N       20250101000760100000005000 0700000000000033   
0601VDP7N       20250101000765100000005000 0700000000000036   
0601VDP7N       20250101000770100000005000 0700000000000039   
0601VDP7N       20250101000775100000005000 0700000000000042   
0601VDP7N       20250101000780100000005000 0700000000000046   
0601VDP7N       20250101000785100000005000 0700000000000050   
0601VDP7N       20250101000790100000005000 0700000000000053   
0601VDP7N       20250101000795100000005000 0700000000000056   
0601VDP7N       20250101000800100000005000 0700000000000061   
0601VDP7N       20250101000805100000005000 0700000000000064   
0601VDP7N       20250101000810100000005000 0700000000000070   
0601VDP7N       20250101000815100000005000 0700000000000073   
0601VDP7N       20250101000820100000005000 0700000000000079   
0601VDP7N       20250101000825100000005000 0700000000000082   
0601VDP7N       20250101000830100000005000 0700000000000088   
0601VDP7N       20250101000835100000005000 0700000000000091   
0601VDP7N       20250101000840100000005000 0700000000000096   
0601VDP7N       20250101000845100000005000 0700000000000100   
0601VDP7N       20250101000850100000005000 0700000000000105   
0601VDP7N       20250101000855100000005000 0700000000000110   
0601VDP7N       20250101000860100000005000 0700000000000115   
0601VDP7N       20250101000865100000005000 0700000000000122   
0601VDP7N       20250101000870100000005000 0700000000000126   
0601VDP7N       20250101000875100000005000 0700000000000133   
0601VDP7N       20250101000880100000005000 0700000000000139   
0601VDP7N       20250101000885100000005000 0700000000000143   
0601VDP7N       20250101000890100000005000 0700000000000150   
0601VDP7N       20250101000895100000005000 0700000000000154   
0601VDP7N       20250101000900100000005000 0700000000000160   
0601VDP7N       20250101000905100000005000 0700000000000164   
0601VDP7N       20250101000910100000005000 0700000000000170   
0601VDP7N       20250101000915100000005000 0700000000000174   
0601VDP7N       20250101000920100000005000 0700000000000180   
0601VDP7N       20250101000925100000005000 0700000000000184   
0601VDP7N       20250101000930100000005000 0700000000000190   
0601VDP7N       20250101000935100000005000 0700000000000195   
